timestamp,pm2_5,pm10,us_aqi,hour,day,month,day_of_week
2025-10-19 17:00:00,22.3,30.0,120,17,19,10,6
2025-10-19 18:00:00,26.8,31.9,137,18,19,10,6
2025-10-19 19:00:00,28.0,32.2,139,19,19,10,6
2025-10-19 20:00:00,27.5,31.7,126,20,19,10,6
2025-10-19 21:00:00,28.2,32.4,103,21,19,10,6
2025-10-19 22:00:00,29.3,33.4,84,22,19,10,6
2025-10-19 23:00:00,29.5,33.6,84,23,19,10,6
2025-10-20 00:00:00,28.2,32.6,83,0,20,10,0
2025-10-20 01:00:00,26.3,30.7,82,1,20,10,0
2025-10-20 02:00:00,24.0,28.6,82,2,20,10,0
2025-10-20 03:00:00,21.2,26.0,81,3,20,10,0
2025-10-20 04:00:00,19.0,23.9,81,4,20,10,0
2025-10-20 05:00:00,18.4,23.3,80,5,20,10,0
2025-10-20 06:00:00,18.6,23.8,80,6,20,10,0
2025-10-20 07:00:00,23.5,28.9,79,7,20,10,0
2025-10-20 08:00:00,30.0,35.2,78,8,20,10,0
2025-10-20 09:00:00,31.2,37.4,78,9,20,10,0
2025-10-20 10:00:00,24.2,35.3,78,10,20,10,0
2025-10-20 11:00:00,21.4,34.0,77,11,20,10,0
2025-10-20 12:00:00,20.8,31.5,77,12,20,10,0
2025-10-20 13:00:00,20.0,28.8,77,13,20,10,0
2025-10-20 14:00:00,20.0,27.9,76,14,20,10,0
2025-10-20 15:00:00,20.0,27.6,76,15,20,10,0
2025-10-20 16:00:00,19.9,27.2,89,16,20,10,0
2025-10-20 17:00:00,18.8,23.6,112,17,20,10,0
2025-10-20 18:00:00,25.6,29.6,127,18,20,10,0
2025-10-20 19:00:00,26.9,31.4,128,19,20,10,0
2025-10-20 20:00:00,27.1,32.2,115,20,20,10,0
2025-10-20 21:00:00,27.9,33.6,92,21,20,10,0
2025-10-20 22:00:00,30.6,36.6,75,22,20,10,0
2025-10-20 23:00:00,35.0,40.7,75,23,20,10,0
2025-10-21 00:00:00,36.9,42.5,76,0,21,10,1
2025-10-21 01:00:00,34.5,40.4,77,1,21,10,1
2025-10-21 02:00:00,29.6,35.6,77,2,21,10,1
2025-10-21 03:00:00,24.3,30.5,78,3,21,10,1
2025-10-21 04:00:00,20.9,27.1,78,4,21,10,1
2025-10-21 05:00:00,18.9,24.6,78,5,21,10,1
2025-10-21 06:00:00,19.2,24.3,78,6,21,10,1
2025-10-21 07:00:00,23.4,27.5,78,7,21,10,1
2025-10-21 08:00:00,28.5,31.2,78,8,21,10,1
2025-10-21 09:00:00,29.9,32.4,78,9,21,10,1
2025-10-21 10:00:00,27.1,32.9,78,10,21,10,1
2025-10-21 11:00:00,26.8,35.3,78,11,21,10,1
2025-10-21 12:00:00,24.4,31.7,79,12,21,10,1
2025-10-21 13:00:00,23.9,31.2,79,13,21,10,1
2025-10-21 14:00:00,23.6,31.8,79,14,21,10,1
2025-10-21 15:00:00,23.1,32.1,80,15,21,10,1
2025-10-21 16:00:00,22.4,32.0,86,16,21,10,1
2025-10-21 17:00:00,21.2,30.3,109,17,21,10,1
2025-10-21 18:00:00,37.7,45.1,122,18,21,10,1
2025-10-21 19:00:00,49.9,56.5,119,19,21,10,1
2025-10-21 20:00:00,56.9,63.8,99,20,21,10,1
2025-10-21 21:00:00,67.3,74.7,86,21,21,10,1
2025-10-21 22:00:00,71.7,79.2,90,22,21,10,1
2025-10-21 23:00:00,68.7,75.7,93,23,21,10,1
2025-10-22 00:00:00,60.5,65.9,96,0,22,10,2
2025-10-22 01:00:00,49.2,54.0,98,1,22,10,2
2025-10-22 02:00:00,39.5,45.5,100,2,22,10,2
2025-10-22 03:00:00,34.9,42.8,101,3,22,10,2
2025-10-22 04:00:00,33.6,43.2,102,4,22,10,2
2025-10-22 05:00:00,34.7,44.1,103,5,22,10,2
2025-10-22 06:00:00,35.0,43.9,105,6,22,10,2
2025-10-22 07:00:00,37.1,45.6,106,7,22,10,2
2025-10-22 08:00:00,41.3,48.4,108,8,22,10,2
2025-10-22 09:00:00,39.8,48.8,109,9,22,10,2
2025-10-22 10:00:00,36.6,47.1,110,10,22,10,2
2025-10-22 11:00:00,30.7,41.4,111,11,22,10,2
2025-10-22 12:00:00,24.6,34.1,112,12,22,10,2
2025-10-22 13:00:00,23.0,31.1,112,13,22,10,2
2025-10-22 14:00:00,22.2,29.5,112,14,22,10,2
2025-10-22 15:00:00,21.9,29.0,111,15,22,10,2
2025-10-22 16:00:00,22.1,29.1,111,16,22,10,2
2025-10-22 17:00:00,27.2,34.5,115,17,22,10,2
2025-10-22 18:00:00,35.3,40.6,124,18,22,10,2
2025-10-22 19:00:00,40.4,44.9,122,19,22,10,2
2025-10-22 20:00:00,41.6,46.4,111,20,22,10,2
2025-10-22 21:00:00,42.5,48.1,109,21,22,10,2
2025-10-22 22:00:00,44.9,51.6,106,22,22,10,2
2025-10-22 23:00:00,49.5,57.0,104,23,22,10,2
2025-10-23 00:00:00,52.9,60.8,102,0,23,10,3
2025-10-23 01:00:00,52.4,59.4,101,1,23,10,3
2025-10-23 02:00:00,48.3,53.7,101,2,23,10,3
2025-10-23 03:00:00,41.1,46.3,102,3,23,10,3
2025-10-23 04:00:00,35.4,40.6,103,4,23,10,3
2025-10-23 05:00:00,34.1,39.7,103,5,23,10,3
2025-10-23 06:00:00,31.9,37.5,103,6,23,10,3
2025-10-23 07:00:00,34.0,39.7,103,7,23,10,3
2025-10-23 08:00:00,38.0,43.5,102,8,23,10,3
2025-10-23 09:00:00,41.1,46.7,102,9,23,10,3
2025-10-23 10:00:00,38.6,49.2,102,10,23,10,3
2025-10-23 11:00:00,35.5,56.7,102,11,23,10,3
2025-10-23 12:00:00,30.4,59.3,103,12,23,10,3
2025-10-23 13:00:00,26.9,53.8,103,13,23,10,3
2025-10-23 14:00:00,24.2,47.8,104,14,23,10,3
2025-10-23 15:00:00,22.3,43.2,104,15,23,10,3
2025-10-23 16:00:00,21.2,39.2,104,16,23,10,3
2025-10-23 17:00:00,15.7,27.6,123,17,23,10,3
2025-10-23 18:00:00,32.1,41.0,133,18,23,10,3
2025-10-23 19:00:00,45.5,54.0,128,19,23,10,3
2025-10-23 20:00:00,54.0,62.4,108,20,23,10,3
2025-10-23 21:00:00,59.1,66.8,104,21,23,10,3
2025-10-23 22:00:00,58.8,65.7,106,22,23,10,3
2025-10-23 23:00:00,57.0,63.1,107,23,23,10,3
2025-10-24 00:00:00,54.9,60.5,108,0,24,10,4
2025-10-24 01:00:00,52.3,57.3,108,1,24,10,4
2025-10-24 02:00:00,49.4,53.7,108,2,24,10,4
2025-10-24 03:00:00,45.8,49.1,108,3,24,10,4
2025-10-24 04:00:00,38.9,41.7,109,4,24,10,4
2025-10-24 05:00:00,34.2,36.9,109,5,24,10,4
2025-10-24 06:00:00,29.2,32.0,109,6,24,10,4
2025-10-24 07:00:00,31.8,34.5,109,7,24,10,4
2025-10-24 08:00:00,36.6,38.9,109,8,24,10,4
2025-10-24 09:00:00,36.6,39.1,109,9,24,10,4
2025-10-24 10:00:00,28.5,32.4,108,10,24,10,4
2025-10-24 11:00:00,22.5,28.5,107,11,24,10,4
2025-10-24 12:00:00,22.2,30.2,106,12,24,10,4
2025-10-24 13:00:00,22.2,31.7,105,13,24,10,4
2025-10-24 14:00:00,21.6,31.2,104,14,24,10,4
2025-10-24 15:00:00,20.6,29.7,104,15,24,10,4
2025-10-24 16:00:00,19.8,28.4,104,16,24,10,4
2025-10-24 17:00:00,18.2,25.1,131,17,24,10,4
2025-10-24 18:00:00,32.0,37.6,146,18,24,10,4
2025-10-24 19:00:00,44.1,49.2,142,19,24,10,4
2025-10-24 20:00:00,50.9,55.6,120,20,24,10,4
2025-10-24 21:00:00,55.4,59.8,104,21,24,10,4
2025-10-24 22:00:00,56.9,61.0,103,22,24,10,4
2025-10-24 23:00:00,56.3,60.3,103,23,24,10,4
2025-10-25 00:00:00,54.2,58.0,103,0,25,10,5
2025-10-25 01:00:00,49.6,53.0,103,1,25,10,5
2025-10-25 02:00:00,43.8,46.7,103,2,25,10,5
2025-10-25 03:00:00,36.4,39.1,102,3,25,10,5
2025-10-25 04:00:00,30.3,32.8,101,4,25,10,5
2025-10-25 05:00:00,25.3,28.0,100,5,25,10,5
2025-10-25 06:00:00,23.9,26.5,99,6,25,10,5
2025-10-25 07:00:00,27.0,29.6,99,7,25,10,5
2025-10-25 08:00:00,31.3,33.9,98,8,25,10,5
2025-10-25 09:00:00,35.2,37.5,98,9,25,10,5
2025-10-25 10:00:00,26.0,31.0,98,10,25,10,5
2025-10-25 11:00:00,17.8,21.4,98,11,25,10,5
2025-10-25 12:00:00,14.7,18.1,97,12,25,10,5
2025-10-25 13:00:00,15.0,19.3,97,13,25,10,5
2025-10-25 14:00:00,15.0,20.1,96,14,25,10,5
2025-10-25 15:00:00,14.7,20.3,95,15,25,10,5
2025-10-25 16:00:00,14.9,20.6,95,16,25,10,5
2025-10-25 17:00:00,18.0,24.6,113,17,25,10,5
2025-10-25 18:00:00,22.4,26.9,126,18,25,10,5
2025-10-25 19:00:00,25.2,28.9,124,19,25,10,5
2025-10-25 20:00:00,26.4,29.9,109,20,25,10,5
2025-10-25 21:00:00,27.6,31.2,90,21,25,10,5
2025-10-25 22:00:00,29.0,32.8,87,22,25,10,5
2025-10-25 23:00:00,29.7,33.8,85,23,25,10,5
2025-10-26 00:00:00,28.9,32.9,82,0,26,10,6
2025-10-26 01:00:00,26.9,30.9,80,1,26,10,6
2025-10-26 02:00:00,24.8,28.6,78,2,26,10,6
2025-10-26 03:00:00,23.0,26.6,76,3,26,10,6
2025-10-26 04:00:00,21.5,24.8,75,4,26,10,6
2025-10-26 05:00:00,21.0,24.0,74,5,26,10,6
2025-10-26 06:00:00,21.2,24.2,74,6,26,10,6
2025-10-26 07:00:00,24.4,27.0,74,7,26,10,6
2025-10-26 08:00:00,29.6,31.4,74,8,26,10,6
2025-10-26 09:00:00,29.3,31.7,73,9,26,10,6
2025-10-26 10:00:00,25.8,29.2,73,10,26,10,6
2025-10-26 11:00:00,16.0,18.2,73,11,26,10,6
2025-10-26 12:00:00,11.2,13.4,73,12,26,10,6
2025-10-26 13:00:00,10.5,12.9,72,13,26,10,6
2025-10-26 14:00:00,10.9,13.2,72,14,26,10,6
2025-10-26 15:00:00,11.6,14.1,72,15,26,10,6
2025-10-26 16:00:00,12.4,15.1,90,16,26,10,6
2025-10-26 17:00:00,23.4,28.0,107,17,26,10,6
2025-10-26 18:00:00,26.5,29.6,117,18,26,10,6
2025-10-26 19:00:00,29.2,31.9,116,19,26,10,6
2025-10-26 20:00:00,30.9,33.4,106,20,26,10,6
2025-10-26 21:00:00,30.7,33.2,90,21,26,10,6
2025-10-26 22:00:00,29.7,31.9,73,22,26,10,6
2025-10-26 23:00:00,28.1,30.0,73,23,26,10,6
2025-10-27 00:00:00,25.8,27.5,73,0,27,10,0
2025-10-27 01:00:00,24.2,25.8,73,1,27,10,0
2025-10-27 02:00:00,24.2,25.6,72,2,27,10,0
2025-10-27 03:00:00,24.8,26.7,72,3,27,10,0
2025-10-27 04:00:00,24.9,27.8,73,4,27,10,0
2025-10-27 05:00:00,24.9,29.1,73,5,27,10,0
2025-10-27 06:00:00,24.4,29.3,73,6,27,10,0
2025-10-27 07:00:00,25.7,31.0,74,7,27,10,0
2025-10-27 08:00:00,28.1,32.5,74,8,27,10,0
2025-10-27 09:00:00,26.7,32.6,74,9,27,10,0
2025-10-27 10:00:00,21.0,27.3,73,10,27,10,0
2025-10-27 11:00:00,19.0,24.0,73,11,27,10,0
2025-10-27 12:00:00,17.6,22.1,73,12,27,10,0
2025-10-27 13:00:00,16.8,21.6,74,13,27,10,0
2025-10-27 14:00:00,16.8,21.8,74,14,27,10,0
2025-10-27 15:00:00,17.0,21.9,75,15,27,10,0
2025-10-27 16:00:00,17.3,22.1,80,16,27,10,0
2025-10-27 17:00:00,28.9,35.2,96,17,27,10,0
2025-10-27 18:00:00,31.3,36.1,105,18,27,10,0
2025-10-27 19:00:00,32.7,36.8,104,19,27,10,0
2025-10-27 20:00:00,34.0,37.4,93,20,27,10,0
2025-10-27 21:00:00,32.6,35.4,77,21,27,10,0
2025-10-27 22:00:00,30.5,33.1,77,22,27,10,0
2025-10-27 23:00:00,29.8,32.2,77,23,27,10,0
2025-10-28 00:00:00,29.2,31.8,78,0,28,10,1
2025-10-28 01:00:00,28.5,31.1,78,1,28,10,1
2025-10-28 02:00:00,28.2,31.1,78,2,28,10,1
2025-10-28 03:00:00,28.9,32.2,79,3,28,10,1
2025-10-28 04:00:00,30.0,33.8,79,4,28,10,1
2025-10-28 05:00:00,30.6,34.2,79,5,28,10,1
2025-10-28 06:00:00,31.8,35.7,80,6,28,10,1
2025-10-28 07:00:00,34.2,38.6,81,7,28,10,1
2025-10-28 08:00:00,37.1,41.3,81,8,28,10,1
2025-10-28 09:00:00,38.1,44.9,82,9,28,10,1
2025-10-28 10:00:00,39.8,48.0,83,10,28,10,1
2025-10-28 11:00:00,39.6,47.0,85,11,28,10,1
2025-10-28 12:00:00,37.0,44.1,87,12,28,10,1
2025-10-28 13:00:00,31.9,39.7,88,13,28,10,1
2025-10-28 14:00:00,30.3,40.5,90,14,28,10,1
2025-10-28 15:00:00,31.0,43.2,91,15,28,10,1
2025-10-28 16:00:00,31.7,44.2,95,16,28,10,1
2025-10-28 17:00:00,32.5,44.1,112,17,28,10,1
2025-10-28 18:00:00,34.7,44.5,123,18,28,10,1
2025-10-28 19:00:00,36.2,45.8,126,19,28,10,1
2025-10-28 20:00:00,38.1,46.7,120,20,28,10,1
2025-10-28 21:00:00,40.7,47.7,109,21,28,10,1
2025-10-28 22:00:00,43.9,49.5,96,22,28,10,1
2025-10-28 23:00:00,47.6,52.2,97,23,28,10,1
2025-10-29 00:00:00,49.7,53.9,98,0,29,10,2
2025-10-29 01:00:00,49.7,54.0,100,1,29,10,2
2025-10-29 02:00:00,48.8,53.4,102,2,29,10,2
2025-10-29 03:00:00,47.4,52.5,104,3,29,10,2
2025-10-29 04:00:00,45.6,51.3,106,4,29,10,2
2025-10-29 05:00:00,47.3,53.1,108,5,29,10,2
2025-10-29 06:00:00,45.9,52.2,110,6,29,10,2
2025-10-29 07:00:00,46.7,53.3,111,7,29,10,2
2025-10-29 08:00:00,48.3,54.6,112,8,29,10,2
2025-10-29 09:00:00,47.0,55.8,114,9,29,10,2
2025-10-29 10:00:00,41.7,49.2,115,10,29,10,2
2025-10-29 11:00:00,36.1,41.6,115,11,29,10,2
2025-10-29 12:00:00,30.5,35.0,114,12,29,10,2
2025-10-29 13:00:00,25.7,28.9,114,13,29,10,2
2025-10-29 14:00:00,22.1,24.4,113,14,29,10,2
2025-10-29 15:00:00,19.2,21.0,112,15,29,10,2
2025-10-29 16:00:00,17.4,18.8,111,16,29,10,2
2025-10-29 17:00:00,21.1,22.9,109,17,29,10,2
2025-10-29 18:00:00,22.8,24.2,108,18,29,10,2
2025-10-29 19:00:00,23.1,24.4,107,19,29,10,2
2025-10-29 20:00:00,23.7,25.4,106,20,29,10,2
2025-10-29 21:00:00,25.2,27.2,104,21,29,10,2
2025-10-29 22:00:00,26.7,29.2,103,22,29,10,2
2025-10-29 23:00:00,28.9,32.0,101,23,29,10,2
2025-10-30 00:00:00,31.2,35.0,99,0,30,10,3
2025-10-30 01:00:00,32.6,36.8,97,1,30,10,3
2025-10-30 02:00:00,32.2,36.4,96,2,30,10,3
2025-10-30 03:00:00,31.1,35.4,94,3,30,10,3
2025-10-30 04:00:00,29.5,34.0,93,4,30,10,3
2025-10-30 05:00:00,35.3,40.2,91,5,30,10,3
2025-10-30 06:00:00,34.5,39.5,90,6,30,10,3
2025-10-30 07:00:00,35.2,40.3,89,7,30,10,3
2025-10-30 08:00:00,37.0,41.9,88,8,30,10,3
2025-10-30 09:00:00,34.9,42.3,87,9,30,10,3
2025-10-30 10:00:00,31.8,39.9,86,10,30,10,3
2025-10-30 11:00:00,27.4,31.8,85,11,30,10,3
2025-10-30 12:00:00,25.0,28.2,85,12,30,10,3
2025-10-30 13:00:00,24.2,27.3,84,13,30,10,3
2025-10-30 14:00:00,23.9,27.1,84,14,30,10,3
2025-10-30 15:00:00,24.3,27.8,84,15,30,10,3
2025-10-30 16:00:00,24.6,28.3,85,16,30,10,3
2025-10-30 17:00:00,28.4,32.1,85,17,30,10,3
2025-10-30 18:00:00,32.1,35.2,95,18,30,10,3
2025-10-30 19:00:00,34.9,38.2,95,19,30,10,3
2025-10-30 20:00:00,38.0,41.4,88,20,30,10,3
2025-10-30 21:00:00,40.6,44.1,89,21,30,10,3
2025-10-30 22:00:00,40.0,43.7,90,22,30,10,3
2025-10-30 23:00:00,37.4,41.1,92,23,30,10,3
2025-10-31 00:00:00,34.9,38.6,92,0,31,10,4
2025-10-31 01:00:00,34.0,38.1,93,1,31,10,4
2025-10-31 02:00:00,34.9,39.1,93,2,31,10,4
2025-10-31 03:00:00,36.3,40.7,93,3,31,10,4
2025-10-31 04:00:00,37.7,42.5,94,4,31,10,4
2025-10-31 05:00:00,39.0,44.5,94,5,31,10,4
2025-10-31 06:00:00,40.7,46.6,95,6,31,10,4
2025-10-31 07:00:00,44.5,50.8,95,7,31,10,4
2025-10-31 08:00:00,48.9,54.8,96,8,31,10,4
2025-10-31 09:00:00,49.7,58.4,97,9,31,10,4
2025-10-31 10:00:00,50.3,65.7,98,10,31,10,4
2025-10-31 11:00:00,50.5,79.4,100,11,31,10,4
2025-10-31 12:00:00,48.7,83.6,102,12,31,10,4
2025-10-31 13:00:00,47.4,76.6,105,13,31,10,4
2025-10-31 14:00:00,45.9,69.4,107,14,31,10,4
2025-10-31 15:00:00,44.0,63.3,110,15,31,10,4
2025-10-31 16:00:00,43.1,59.1,112,16,31,10,4
2025-10-31 17:00:00,53.9,73.6,114,17,31,10,4
2025-10-31 18:00:00,80.1,95.2,116,18,31,10,4
2025-10-31 19:00:00,93.1,107.1,121,19,31,10,4
2025-10-31 20:00:00,93.6,106.9,127,20,31,10,4
2025-10-31 21:00:00,95.7,107.8,133,21,31,10,4
2025-10-31 22:00:00,95.0,105.2,139,22,31,10,4
2025-10-31 23:00:00,95.5,105.0,145,23,31,10,4
2025-11-01 00:00:00,96.4,106.4,150,0,1,11,5
2025-11-01 01:00:00,95.7,105.2,151,1,1,11,5
2025-11-01 02:00:00,91.3,98.3,153,2,1,11,5
2025-11-01 03:00:00,82.0,88.5,154,3,1,11,5
2025-11-01 04:00:00,74.5,81.3,155,4,1,11,5
2025-11-01 05:00:00,70.1,77.1,156,5,1,11,5
2025-11-01 06:00:00,68.9,75.7,157,6,1,11,5
2025-11-01 07:00:00,73.8,80.3,157,7,1,11,5
2025-11-01 08:00:00,81.5,86.8,158,8,1,11,5
2025-11-01 09:00:00,82.0,88.2,159,9,1,11,5
2025-11-01 10:00:00,69.8,81.5,159,10,1,11,5
2025-11-01 11:00:00,62.6,80.8,160,11,1,11,5
2025-11-01 12:00:00,59.4,78.5,160,12,1,11,5
2025-11-01 13:00:00,55.8,72.6,160,13,1,11,5
2025-11-01 14:00:00,52.0,66.6,160,14,1,11,5
2025-11-01 15:00:00,49.5,62.6,160,15,1,11,5
2025-11-01 16:00:00,47.7,59.8,161,16,1,11,5
2025-11-01 17:00:00,53.4,65.0,161,17,1,11,5
2025-11-01 18:00:00,71.5,79.2,161,18,1,11,5
2025-11-01 19:00:00,73.3,80.3,160,19,1,11,5
2025-11-01 20:00:00,73.1,80.1,160,20,1,11,5
2025-11-01 21:00:00,77.8,85.4,160,21,1,11,5
2025-11-01 22:00:00,86.1,94.3,159,22,1,11,5
2025-11-01 23:00:00,89.9,97.8,159,23,1,11,5
2025-11-02 00:00:00,88.0,95.0,159,0,2,11,6
2025-11-02 01:00:00,84.5,91.0,159,1,2,11,6
2025-11-02 02:00:00,81.0,87.1,158,2,2,11,6
2025-11-02 03:00:00,75.0,80.3,158,3,2,11,6
2025-11-02 04:00:00,65.2,70.5,158,4,2,11,6
2025-11-02 05:00:00,61.7,66.8,158,5,2,11,6
2025-11-02 06:00:00,58.2,63.1,158,6,2,11,6
2025-11-02 07:00:00,62.4,67.1,157,7,2,11,6
2025-11-02 08:00:00,67.8,72.2,157,8,2,11,6
2025-11-02 09:00:00,66.8,71.7,157,9,2,11,6
2025-11-02 10:00:00,53.9,62.2,157,10,2,11,6
2025-11-02 11:00:00,39.1,46.4,156,11,2,11,6
2025-11-02 12:00:00,34.1,40.0,156,12,2,11,6
2025-11-02 13:00:00,34.8,40.5,155,13,2,11,6
2025-11-02 14:00:00,36.6,42.4,155,14,2,11,6
2025-11-02 15:00:00,38.1,44.0,154,15,2,11,6
2025-11-02 16:00:00,39.2,45.3,154,16,2,11,6
2025-11-02 17:00:00,43.3,49.4,154,17,2,11,6
2025-11-02 18:00:00,49.2,55.1,154,18,2,11,6
2025-11-02 19:00:00,49.7,56.7,153,19,2,11,6
2025-11-02 20:00:00,48.2,56.5,153,20,2,11,6
2025-11-02 21:00:00,47.3,56.3,152,21,2,11,6
2025-11-02 22:00:00,46.9,56.7,151,22,2,11,6
2025-11-02 23:00:00,46.6,56.8,151,23,2,11,6
2025-11-03 00:00:00,45.1,55.3,148,0,3,11,0
2025-11-03 01:00:00,41.9,52.4,144,1,3,11,0
2025-11-03 02:00:00,38.3,48.9,140,2,3,11,0
2025-11-03 03:00:00,34.3,45.9,135,3,3,11,0
2025-11-03 04:00:00,31.4,44.4,131,4,3,11,0
2025-11-03 05:00:00,28.8,42.0,127,5,3,11,0
2025-11-03 06:00:00,29.2,44.6,124,6,3,11,0
2025-11-03 07:00:00,34.6,51.3,121,7,3,11,0
2025-11-03 08:00:00,40.0,56.5,118,8,3,11,0
2025-11-03 09:00:00,36.0,63.3,115,9,3,11,0
2025-11-03 10:00:00,34.5,67.1,112,10,3,11,0
2025-11-03 11:00:00,33.1,68.2,110,11,3,11,0
2025-11-03 12:00:00,31.3,67.8,109,12,3,11,0
2025-11-03 13:00:00,30.5,67.3,109,13,3,11,0
2025-11-03 14:00:00,30.6,68.0,109,14,3,11,0
2025-11-03 15:00:00,30.6,68.2,108,15,3,11,0
2025-11-03 16:00:00,30.4,66.6,107,16,3,11,0
2025-11-03 17:00:00,28.1,58.8,106,17,3,11,0
2025-11-03 18:00:00,29.6,54.0,105,18,3,11,0
2025-11-03 19:00:00,31.7,54.6,103,19,3,11,0
2025-11-03 20:00:00,32.1,54.1,101,20,3,11,0
2025-11-03 21:00:00,31.7,52.9,99,21,3,11,0
2025-11-03 22:00:00,31.1,51.9,98,22,3,11,0
2025-11-03 23:00:00,31.2,51.7,96,23,3,11,0
2025-11-04 00:00:00,30.6,52.2,95,0,4,11,1
2025-11-04 01:00:00,28.2,49.1,94,1,4,11,1
2025-11-04 02:00:00,26.7,46.2,93,2,4,11,1
2025-11-04 03:00:00,26.8,45.9,92,3,4,11,1
2025-11-04 04:00:00,28.6,46.9,91,4,4,11,1
2025-11-04 05:00:00,25.3,39.7,91,5,4,11,1
2025-11-04 06:00:00,26.4,41.1,90,6,4,11,1
2025-11-04 07:00:00,30.6,44.4,90,7,4,11,1
2025-11-04 08:00:00,34.8,46.6,90,8,4,11,1
2025-11-04 09:00:00,33.1,46.9,89,9,4,11,1
2025-11-04 10:00:00,29.6,49.4,89,10,4,11,1
2025-11-04 11:00:00,25.3,49.4,89,11,4,11,1
2025-11-04 12:00:00,23.3,50.8,88,12,4,11,1
2025-11-04 13:00:00,23.9,48.3,87,13,4,11,1
2025-11-04 14:00:00,23.7,45.1,87,14,4,11,1
2025-11-04 15:00:00,23.2,42.7,86,15,4,11,1
2025-11-04 16:00:00,22.9,41.4,85,16,4,11,1
2025-11-04 17:00:00,21.0,29.6,85,17,4,11,1
2025-11-04 18:00:00,29.5,38.2,84,18,4,11,1
2025-11-04 19:00:00,32.7,43.2,84,19,4,11,1
2025-11-04 20:00:00,33.6,47.1,84,20,4,11,1
2025-11-04 21:00:00,33.2,48.2,84,21,4,11,1
2025-11-04 22:00:00,30.9,44.0,84,22,4,11,1
2025-11-04 23:00:00,29.0,44.6,84,23,4,11,1
2025-11-05 00:00:00,29.9,50.3,84,0,5,11,2
2025-11-05 01:00:00,30.2,49.2,84,1,5,11,2
2025-11-05 02:00:00,28.3,41.2,84,2,5,11,2
2025-11-05 03:00:00,25.2,31.4,84,3,5,11,2
2025-11-05 04:00:00,21.9,24.6,84,4,5,11,2
2025-11-05 05:00:00,21.1,28.0,84,5,5,11,2
2025-11-05 06:00:00,19.6,24.0,83,6,5,11,2
2025-11-05 07:00:00,22.7,26.2,83,7,5,11,2
2025-11-05 08:00:00,26.9,30.0,82,8,5,11,2
2025-11-05 09:00:00,28.6,32.2,81,9,5,11,2
2025-11-05 10:00:00,26.0,33.9,81,10,5,11,2
2025-11-05 11:00:00,19.7,34.9,81,11,5,11,2
2025-11-05 12:00:00,20.8,43.0,80,12,5,11,2
2025-11-05 13:00:00,20.5,42.6,80,13,5,11,2
2025-11-05 14:00:00,20.4,42.1,80,14,5,11,2
2025-11-05 15:00:00,20.6,42.3,79,15,5,11,2
2025-11-05 16:00:00,21.0,42.0,79,16,5,11,2
2025-11-05 17:00:00,22.3,41.2,79,17,5,11,2
2025-11-05 18:00:00,44.2,57.5,79,18,5,11,2
2025-11-05 19:00:00,54.2,64.3,80,19,5,11,2
2025-11-05 20:00:00,54.4,65.2,82,20,5,11,2
2025-11-05 21:00:00,56.3,68.7,84,21,5,11,2
2025-11-05 22:00:00,61.9,76.6,86,22,5,11,2
2025-11-05 23:00:00,67.3,83.4,89,23,5,11,2
2025-11-06 00:00:00,69.2,84.3,92,0,6,11,3
2025-11-06 01:00:00,65.7,78.2,96,1,6,11,3
2025-11-06 02:00:00,60.1,69.8,99,2,6,11,3
2025-11-06 03:00:00,55.3,63.1,102,3,6,11,3
2025-11-06 04:00:00,50.8,57.3,105,4,6,11,3
2025-11-06 05:00:00,53.7,63.6,108,5,6,11,3
2025-11-06 06:00:00,49.9,57.7,111,6,6,11,3
2025-11-06 07:00:00,56.5,63.8,115,7,6,11,3
2025-11-06 08:00:00,69.2,74.5,118,8,6,11,3
2025-11-06 09:00:00,62.2,72.2,123,9,6,11,3
2025-11-06 10:00:00,50.6,71.0,126,10,6,11,3
2025-11-06 11:00:00,46.4,70.1,129,11,6,11,3
2025-11-06 12:00:00,40.7,65.0,131,12,6,11,3
2025-11-06 13:00:00,36.3,57.5,133,13,6,11,3
2025-11-06 14:00:00,35.9,55.1,135,14,6,11,3
2025-11-06 15:00:00,36.1,54.5,137,15,6,11,3
2025-11-06 16:00:00,36.1,54.1,138,16,6,11,3
2025-11-06 17:00:00,44.6,61.5,140,17,6,11,3
2025-11-06 18:00:00,52.4,67.3,142,18,6,11,3
2025-11-06 19:00:00,54.0,70.1,144,19,6,11,3
2025-11-06 20:00:00,53.9,72.4,143,20,6,11,3
2025-11-06 21:00:00,53.9,74.3,143,21,6,11,3
2025-11-06 22:00:00,56.6,78.5,143,22,6,11,3
2025-11-06 23:00:00,61.5,85.7,142,23,6,11,3
2025-11-07 00:00:00,63.3,86.6,142,0,7,11,4
2025-11-07 01:00:00,60.5,81.7,141,1,7,11,4
2025-11-07 02:00:00,55.3,77.1,140,2,7,11,4
2025-11-07 03:00:00,50.5,73.3,140,3,7,11,4
2025-11-07 04:00:00,46.3,70.3,139,4,7,11,4
2025-11-07 05:00:00,41.2,63.8,139,5,7,11,4
2025-11-07 06:00:00,40.5,62.4,138,6,7,11,4
2025-11-07 07:00:00,45.2,65.9,137,7,7,11,4
2025-11-07 08:00:00,51.8,70.5,136,8,7,11,4
2025-11-07 09:00:00,51.5,75.2,134,9,7,11,4
2025-11-07 10:00:00,49.2,81.0,133,10,7,11,4
